fermi level
of benzylamine
the reaction between
for effective photocatalytic
energy into
a collection of
the prolonged lifetime of
an nh2
the development of metal
the synthesis of high
by thermal decomposition
the effectiveness of
the powerful
designed and synthesized by
activity and selectivity for
a monoclonal
by pepsin
first order rate constant of
the trend
a gold
good linear
organic pollutants such as
light absorption range of
g c3n4 with improved
modeling of
carbon nitride modified with
of as synthesized
well to
developed to
a new promising
a family of
the availability of
a cubic
a set of
a new perspective for
good repeatability and
the hydrogen evolution rate of
band structure of
of alpha and beta
h 2 evolution under
aptasensing of
ratio of g c3n4 and
g c3n4 with enhanced visible
the effective electron
the electron transfer from
method for photocatalytic
and phenol under visible light
c3n4 for efficient
molecules into
for targeted
photocatalytic activity of porous
x 100
for 10 h
to account for
aerogel with
a new route for
the carbon source
pristine c3n4
2d 2d heterojunction of
the photodegradation efficiency of
of melamine and
by in situ deposition
the photocatalytic h2
hydrogen peroxide as
recycled for
on ultrathin g c3n4
enhancement of photocatalytic activity of
photocatalytic performance through
effect of g c3n4 and
magnetic properties of
the electrochemical properties of
the usage of
new strategy to
the work provides
the results of photocatalytic
the first time through
novel in situ
to act as
bulk g c3n4 under
the understanding of
thermal conductivity of
the expansion of
this work provides new
activity and selectivity of
the effect of different
with troponin
the prediction of
the course of
the significant enhancement of
h 2 generation activity of
a model for
and mechanical properties of
provides new
in 1 m
c3n4 with tunable
hydrogen evolution via
of pure g c3n4 under
system at
utilization of visible light and
the onset potential of
high activity for
from 0.5 to
the photocatalytic degradation of organic pollutants
the heavy
the realization of
assistance of
amount of pt
the synergistic interaction
vital to
the photocatalytic mechanism of
the selectivity of
heterojunctions between
a type of
increasing attention in
the synergic effect of
water splitting over
a visible light driven photocatalyst for
better visible light
the ternary g c3n4
an enhancement in
photocatalytic ability of
g c3n4 nanosheets for efficient
the feasibility of using
the enrichment of
transfer and separation efficiency of
a sufficient
with favorable
performed with
the replacement of
the selection of
for developing high
photolysis of
mechanism based on
ph range of
of g c3n4 bi2wo6
generation through
act as active
ratio of g c3n4 to
from patients
an efficient strategy for
heterojunction with high
the main reactive species in
the photodegradation of rhodamine b
novel non
cycling stability with
dimensional g c3n4
synthesis of new
the output
in water using
the mechanisms of
the effects of various
photocatalytic generation of
of pure g c3n4 and
the problem of
much higher photocatalytic
plasminogen by
a co catalyst in
fabricated on
ecl emission of
a traditional
the exploitation of
the ease of
decrease after
and well
the mechanical properties of
but also enhanced
a linear range
and thermal stability of
significantly different
g c3n4 photocatalytic system
the physical mixture
by digestion with
the optimum mass ratio of
the recombination of electron hole
nanocomposites show
carbon nitride composite for
a controlled
under ultrasonic
the present work provides
0.1 mu
distributed on g c3n4
during long
degradation efficiency for
simple in situ
well dispersed in
the enhanced performance of
the regeneration of
higher activity for
also act
as well as enhanced
a real
g c3n4 nanosheets coupled with
a change in
the stabilization of
for applications in
combined with graphitic
in environmental protection and
the investigation of
the visible light photocatalytic performance of
adsorption behavior of
with efficient charge
the c3n4 @
the merits of
degradation under
couple of
with different contents of
different weight ratios of
and magnetic properties of
peroxidase like activity of
an economic and
the crystal structure and
also used
as deposited
with diverse
and structural properties of
acid sequence of
a review on
the induction
the synergy between
h2 evolution from
type v
avenue to
and stable g c3n4
a medium
copolymerization of
g c3n4 nanocomposite in
go hybrid
with excellent photocatalytic
the band structure of
exhibits much
the involvement of
the site of
a peroxidase
anode for
photocatalysts for degradation of
a degradation rate of
an alternative to
and separation efficiency of charge carriers
different ratios of
the photocatalytic h 2 production activity
the structural characterization
the presence of visible light
in comparison with other
the critical role of
and evaluation of
the enhanced photo
the efficacy of
the sharp
values of g
between zno and
the difference of
g c3n4 heterojunctions for
the superior photocatalytic activity of
co catalyst on
thermal treatment at
g c3n4 photocatalyst for
electronic property of
the primary structures
mo under visible light
in2o3 g
also significantly
group on
stability and reusability of
the structural and optical properties of
in blood
new approach to
of two identical
constructing novel
ni +
and optimization of
a novel heterojunction
at lambda =
the possible photocatalytic mechanism of
this class of
the low efficiency
the extension of
photocatalytic h 2 evolution from
this work sheds
between gold
the extraction of
the purification of
same as
of fossil
the ground
the decrease in
the elucidation of
agent for
by ultrasonication
the inactivation of
but also to
considerable attention in
the fast separation
the utility of
only about
a potential of
the optimal h 2
not only to
the detection of cu2 +
the high surface
light irradiation compared to
verified to
the use of graphitic carbon nitride
efficiency compared with
produced with
electrical properties of
the distance between
a photocurrent density of
a cheap and
the key to
and selectivity of
the evolutionary
with negligible
a catalyst for
catalyst for oxygen
the photoreactivity of
a rational design of
the variation in
a study of
the adsorption and activation of
of melamine at
in absence of
the concept of
the strengthened
fabrication of graphitic
transfer mechanism in
the high surface area of
the synthesis of graphitic carbon
a potentially
the design of novel
the light absorption of
crystal structure of
the commercial pt
decontamination of
the hydrogen production rate of
enriched in
different reaction
the intensity of
the change of
a methionine
deposited with
the ternary hybrid
ph value of
co doped g c3n4 with
the structural and optical properties
60 min under
the successful formation of
the potential for
mainly by
g c3n4 composite for
a high apparent
100 degrees
degradation performance under
a superhard
a ternary composite
